,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_uci_rank,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_uci_rank,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_uci_rank,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_uci_rank,2018_wins,2018_year_km,followers,height,mount_jerseys,nation,point_jerseys,sprint_jerseys,total_wins,youth_jerseys,name
147,PRT,455,87.0,Etixx - Quick Step,196,0.0,13692.5,PRT,338,71.0,Etixx - Quick Step,162,0.0,10948.8,PROF,160,69.0,Fortuneo - Oscaro,-,0.0,10536.0,PROF,446,75.0,Team Fortuneo - Samsic,-,1.0,11035.3,1,1.83,2,France,0,0,2,2,P.Tiralongo
148,PRT,4,71.0,Astana Pro Team,5,3.0,11423.9,PRT,43,63.0,Astana Pro Team,112,1.0,10609.6,PRT,17,69.0,Astana Pro Team,26,1.0,11243.5,PRT,108,78.0,UAE Team Emirates,128,0.0,12354.3,17,1.81,0,Italy,0,0,8,2,F.Aru
149,PRT,531,78.0,Trek Factory Racing,-,0.0,12379.5,CONT,1882,33.0,Leopard Pro Cycling,-,0.0,4582.5,CONT,1669,28.0,Sporting Clube de Portugal - Tavira,-,0.0,4452.6,CONT,-,1.0,Sporting Clube de Portugal - Tavira,-,0.0,146.6,0,1.84,1,Portugal,1,0,3,1,C.Fairly
150,PRT,635,45.0,Lotto - Soudal,-,1.0,7169.5,PROF,96,55.0,Wanty - Groupe Gobert,-,3.0,9384.7,PROF,109,64.0,Wanty - Groupe Gobert,-,1.0,10887.3,PROF,144,51.0,WB Veranclassic Aqua Protect,-,2.0,8930.4,3,1.88,1,Belgium,1,0,17,0,F.Silvestre
151,PRT,218,49.0,FDJ,157,2.0,7742.8,PRT,312,71.0,FDJ,190,0.0,11037.7,PRT,335,59.0,FDJ,-,3.0,8853.7,PROF,596,53.0,Vital Concept,-,0.0,8487.8,2,1.80,1,France,0,0,9,2,K.Dehaes
152,PRT,218,49.0,FDJ,157,2.0,7742.8,PRT,312,71.0,FDJ,190,0.0,11037.7,PRT,335,59.0,FDJ,-,3.0,8853.7,PROF,596,53.0,Vital Concept,-,0.0,8487.8,2,1.80,1,France,0,0,9,2,J.Le Bon
153,PRT,2045.0,28.0,Lotto - Soudal,-,0.0,4572.1,PROF,1533.0,76.0,Fortuneo - Vital Concept,-,0.0,12486.4,CONT,2384.0,20.0,Joker Icopal,-,0.0,3307.7,,,,,,,,3,1.87,0,Norway,1,0,2,0,J.Veikkanen
154,PROF,287,52.0,Androni Giocattoli - Sidermec,-,2.0,8632.2,PRT,298,74.0,Tinkoff,-,1.0,11869.6,PRT,366,67.0,Astana Pro Team,133,1.0,10314.5,PRT,2108,47.0,Astana Pro Team,318,0.0,7291.2,2,1.75,0,Italy,0,0,14,1,D.Malacarne
155,PROF,287,52.0,Androni Giocattoli - Sidermec,-,2.0,8632.2,PRT,298,74.0,Tinkoff,-,1.0,11869.6,PRT,366,67.0,Astana Pro Team,133,1.0,10314.5,PRT,2108,47.0,Astana Pro Team,318,0.0,7291.2,2,1.75,0,Italy,0,0,14,1,O.Gatto
156,PRT,2392.0,74.0,FDJ,-,0.0,11911.2,PRT,2271.0,40.0,FDJ,-,0.0,6427.2,,,,,,,,,,,,,,,0,1.83,0,France,3,0,4,0,B.Swift
157,PRT,475,49.0,Team Cannondale - Garmin,-,1.0,8014.7,PROF,1679,15.0,Stölting Service Group,-,0.0,2324.0,PROF,467,69.0,Aqua Blue Sport,-,0.0,11065.1,PROF,333,31.0,Aqua Blue Sport,-,2.0,4808.0,3,1.80,1,Denmark,1,0,11,0,S.Chavanel
158,PRT,1558.0,53.0,AG2R La Mondiale,-,0.0,8261.6,PRT,1441.0,60.0,AG2R La Mondiale,-,0.0,9878.6,PROF,2573.0,67.0,"Cofidis, Solutions Credits",-,0.0,10565.1,PROF,2529.0,34.0,"Cofidis, Solutions Credits",-,0.0,5724.0,0,1.84,0,France,0,0,3,0,L.Norman Hansen
159,CONT,601.0,31.0,An Post - Chainreaction,-,3.0,4715.4,CONT,2047.0,12.0,NFTO,-,0.0,1936.1,,,,,,,,,,,,,,,0,1.81,1,Great Britain,0,0,1,0,K.Fernandez
160,PRT,808,62.0,Team Cannondale - Garmin,-,0.0,9480.3,PRT,835,46.0,Cannondale - Drapac Pro Cycling,200,0.0,7289.5,PRT,861,76.0,Cannondale - Drapac Pro Cycling,250,0.0,11279.5,PRT,953,70.0,Team EF Education First - Drapac,235,0.0,10463.0,0,1.72,0,USA,1,0,6,0,J.Edmondson
161,CONT,921,24.0,Team Budget Forklifts,-,1.0,3416.7,PRT,880,37.0,Trek - Segafredo,-,0.0,5255.7,,,,,,,,,,,,,,,0,1.80,1,Australia,0,0,5,0,N.Brown
162,PRT,3830.0,68.0,Team Giant - Alpecin,-,0.0,10412.8,PROF,1475.0,67.0,Delko Marseille - Provence KTM,-,0.0,10596.6,PROF,1268.0,70.0,Delko Marseille - Provence KTM,-,0.0,11326.4,,,,,,,,0,1.78,0,France,0,0,0,0,J.Bobridge
163,PROF,332.0,56.0,UnitedHealthcare,-,0.0,7840.5,PROF,396.0,46.0,UnitedHealthcare Pro Cycling Team,-,0.0,6743.6,PRT,1704.0,66.0,Bahrain - Merida,216,0.0,10099.6,CONT,727.0,27.0,Adria Mobil,-,0.0,4056.7,1,1.77,0,Slovenia,0,0,7,3,T.Hupond
164,PRT,96,47.0,Lampre - Merida,64,2.0,7333.3,PRT,145,54.0,Trek - Segafredo,131,1.0,8241.4,PRT,197,51.0,Bahrain - Merida,213,0.0,8084.4,PRT,185,59.0,Bahrain - Merida,150,1.0,9517.1,5,1.72,0,Italy,1,0,13,0,J.Brajkovic
165,PRT,96,47.0,Lampre - Merida,64,2.0,7333.3,PRT,145,54.0,Trek - Segafredo,131,1.0,8241.4,PRT,197,51.0,Bahrain - Merida,213,0.0,8084.4,PRT,185,59.0,Bahrain - Merida,150,1.0,9517.1,5,1.72,0,Italy,1,0,13,0,N.Bonifazio
166,PRT,587,32.0,Team Giant - Alpecin,139,1.0,4729.3,PRT,21,70.0,Etixx - Quick Step,62,13.0,10984.0,PRT,33,56.0,Quick-Step Floors,59,14.0,8997.3,PRT,201,48.0,Team Katusha - Alpecin,136,2.0,7532.4,13,1.88,0,Germany,10,0,29,2,M.Kittel
167,PRT,130,53.0,Orica - GreenEDGE,118,11.0,8169.8,PRT,91,56.0,Orica - BikeExchange,42,5.0,8437.2,PRT,77,53.0,Orica - Scott,67,10.0,8518.2,PRT,80,46.0,Mitchelton - Scott,64,3.0,6739.9,9,,0,Australia,5,0,17,1,C.Ewan
168,CONT,746.0,74.0,Synergy Baku Cycling Project,196,0.0,11571.8,PRT,1919.0,57.0,Team LottoNL-Jumbo,-,0.0,8576.2,PROF,846.0,68.0,Israel Cycling Academy,-,0.0,10251.0,PROF,538.0,73.0,Israel Cycling Academy,-,0.0,11416.1,1,,0,Netherlands,0,0,2,1,D.Van Winden
169,PRT,425,65.0,AG2R La Mondiale,196,0.0,10712.2,PRT,1258,40.0,AG2R La Mondiale,-,0.0,6245.6,,-,0.0,U.S.Saint-Herblain,-,0.0,0.0,,,,,,,,0,1.79,0,France,0,0,1,0,S.Turgot
170,PRT,72,45.0,Lotto - Soudal,196,8.0,7138.0,PRT,678,38.0,Lotto - Soudal,-,0.0,6430.9,PRT,1704,39.0,Lotto - Soudal,-,0.0,6291.1,PROF,1205,33.0,Vital Concept,-,0.0,5195.6,2,1.80,0,Belgium,1,0,10,0,K.Boeckmans
171,PRT,125,55.0,Astana Pro Team,196,8.0,8581.1,PRT,201,61.0,Astana Pro Team,-,4.0,9608.8,PRT,653,50.0,UAE Team Emirates,-,0.0,7629.5,PROF,405,46.0,Bardiani - CSF,-,2.0,7112.2,3,1.70,0,Italy,5,0,18,0,A.Guardini
172,PRT,426,59.0,FDJ,-,1.0,9467.4,PRT,239,67.0,FDJ,220,0.0,10599.7,PRT,285,65.0,FDJ,282,0.0,10153.7,PROF,208,60.0,Vital Concept,-,1.0,10207.9,1,,0,France,0,0,1,0,L.Manzin
173,PRT,28,68.0,Etixx - Quick Step,25,2.0,11053.8,PRT,85,49.0,Team Sky,47,1.0,7264.1,PRT,16,70.0,Team Sky,6,3.0,11398.9,PRT,15,87.0,Team Sky,17,8.0,13306.9,18,1.76,0,Poland,4,0,27,3,M.Kwiatkowski
174,PRT,388,61.0,Team Katusha,-,0.0,9733.3,PRT,416,64.0,Team Katusha,-,0.0,10277.3,PRT,573,61.0,Team Katusha - Alpecin,294,0.0,9933.3,PRT,762,75.0,UAE Team Emirates,191,0.0,11510.7,6,,0,Norway,0,0,8,1,S.Erik Bystrøm
175,PRT,41,69.0,Trek Factory Racing,56,1.0,11120.2,PRT,13,68.0,Trek - Segafredo,57,6.0,11371.0,PRT,537,24.0,Trek - Segafredo,301,0.0,3858.7,PRT,85,63.0,Trek - Segafredo,80,1.0,9971.7,6,1.84,0,Italy,6,0,22,1,G.Nizzolo
176,PRT,251.0,63.0,Tinkoff - Saxo,-,0.0,10165.9,PRT,1919.0,59.0,Tinkoff,-,0.0,9112.2,PRT,1057.0,66.0,Team Katusha - Alpecin,248,0.0,10956.1,PRT,609.0,38.0,Team Katusha - Alpecin,252,0.0,5752.0,1,1.79,2,Croatia,0,0,2,4,R.Kiserlovski
177,PRT,383,67.0,BMC Racing Team,-,0.0,10867.7,PRT,1037,56.0,BMC Racing Team,-,0.0,9548.5,PRT,756,64.0,Bora - Hansgrohe,220,0.0,10645.7,PRT,602,69.0,Bora - Hansgrohe,146,0.0,10952.2,1,1.89,0,Germany,2,2,6,0,M.Burghardt
178,PRT,103.0,80.0,Team LottoNL-Jumbo,182,0.0,12545.8,PRT,222.0,64.0,Team LottoNL-Jumbo,220,1.0,10660.4,PRT,249.0,66.0,Cannondale - Drapac Pro Cycling,216,0.0,10896.7,PRT,375.0,77.0,Team EF Education First - Drapac,315,0.0,11943.7,5,,2,Belgium,2,0,6,0,T.Van Asbroeck
179,PRT,205,59.0,Astana Pro Team,157,2.0,9598.2,PRT,115,73.0,Astana Pro Team,175,4.0,11591.8,PRT,111,82.0,Astana Pro Team,91,4.0,13100.3,PRT,83,67.0,Astana Pro Team,92,5.0,10728.8,2,1.75,0,Kazakhstan,2,0,14,0,A.Lutsenko
180,PRT,1740.0,44.0,Tinkoff - Saxo,-,0.0,7136.7,PRT,769.0,77.0,Tinkoff,162,0.0,11924.5,PROF,944.0,69.0,Gazprom - RusVelo,-,0.0,11333.1,PROF,423.0,49.0,Gazprom - RusVelo,-,0.0,7802.3,0,1.73,0,Russia,0,0,3,1,I.Rovny
181,PRT,53,72.0,BMC Racing Team,58,3.0,11433.5,PRT,90,80.0,BMC Racing Team,121,0.0,12896.9,PRT,107,62.0,BMC Racing Team,137,3.0,10061.2,PROF,78,81.0,Israel Cycling Academy,-,2.0,12792.8,6,1.88,0,Belgium,0,0,6,1,B.Hermans
182,PRT,979.0,65.0,IAM Cycling,-,0.0,10052.4,PRT,746.0,45.0,IAM Cycling,-,0.0,6696.6,,,,,,,,,,,,,,,0,,0,Spain,0,0,2,0,V.Reynès
183,PRT,512,86.0,Team LottoNL-Jumbo,124,1.0,13617.8,PRT,1131,72.0,Team LottoNL-Jumbo,-,0.0,11224.3,PRT,957,72.0,Team LottoNL - Jumbo,-,0.0,11017.4,PRT,-,73.0,Team LottoNL - Jumbo,350,0.0,11679.9,2,,1,Netherlands,0,1,5,0,B.Lindeman
184,PRT,847.0,77.0,Trek Factory Racing,-,0.0,12112.7,PRT,1316.0,65.0,Trek - Segafredo,-,0.0,10613.6,PRT,1465.0,45.0,Trek - Segafredo,-,0.0,7195.5,PROF,1554.0,63.0,Wilier Triestina - Selle Italia,-,1.0,9511.9,0,,0,Italy,0,0,3,0,M.Coledan
185,PRT,507,60.0,Movistar Team,-,0.0,9413.8,PRT,469,69.0,Movistar Team,200,0.0,10645.7,PRT,271,70.0,Movistar Team,143,1.0,11529.0,PRT,317,63.0,Movistar Team,283,0.0,9206.4,1,1.84,0,Germany,0,0,5,0,J.Sütterlin
186,PRT,940.0,67.0,Team LottoNL-Jumbo,-,0.0,11251.2,PRT,1475.0,80.0,Team LottoNL-Jumbo,-,0.0,12649.9,PRT,1631.0,61.0,Team LottoNL - Jumbo,221,0.0,10981.4,PRT,990.0,38.0,Team LottoNL - Jumbo,-,0.0,5642.0,1,1.81,0,Netherlands,0,1,1,1,B.Tankink
187,PRT,303,75.0,FDJ,-,0.0,11327.5,PRT,306,69.0,FDJ,-,0.0,11206.4,PRT,1237,68.0,FDJ,256,0.0,11851.0,PRT,370,59.0,Groupama - FDJ,354,0.0,10120.9,2,1.81,0,France,0,1,6,3,M.Ladagnous
188,PRT,515.0,53.0,Astana Pro Team,-,0.0,8797.1,PROF,822.0,67.0,"Cofidis, Solutions Credits",-,0.0,11007.9,PRT,1119.0,60.0,Bahrain - Merida,351,0.0,10214.6,PRT,1478.0,28.0,Bahrain - Merida,-,0.0,4182.1,0,1.78,0,Slovenia,5,0,6,0,B.Bozic
189,PRT,448,71.0,Etixx - Quick Step,-,1.0,11012.3,PRT,1316,67.0,Team Sky,-,0.0,11144.0,PRT,1031,75.0,Team Sky,337,0.0,12731.1,PRT,621,50.0,Team Sky,280,0.0,8367.7,3,1.80,2,Poland,0,1,2,0,M.Golas
190,PRT,428.0,87.0,AG2R La Mondiale,196,0.0,14110.8,CONT,430.0,43.0,Sporting Clube de Portugal - Tavira,-,1.0,6480.3,CONT,249.0,38.0,Sporting Clube de Portugal - Tavira,-,1.0,5643.2,CONT,1129.0,41.0,Sporting Clube de Portugal - Tavira,-,2.0,5631.6,2,1.73,1,Italy,0,0,10,0,R.Nocentini
191,PROF,105,75.0,CCC Sprandi Polkowice,-,1.0,12476.9,PROF,265,63.0,Nippo - Vini Fantini,-,2.0,9995.7,PRT,770,77.0,Bahrain - Merida,221,0.0,12799.5,PRT,586,46.0,Bahrain - Merida,166,2.0,7280.2,1,,1,Slovenia,5,0,10,1,G.Bole
192,PRT,553,66.0,Etixx - Quick Step,-,0.0,10310.5,PRT,152,72.0,Etixx - Quick Step,67,1.0,11895.2,PRT,75,65.0,Quick-Step Floors,85,2.0,9893.0,PRT,93,80.0,Team Sky,99,2.0,12668.8,4,,0,Spain,0,0,0,1,D.De La Cruz
193,PRT,39,61.0,Team Sky,32,1.0,9416.3,PRT,43,50.0,Team Sky,15,0.0,7879.9,PRT,54,58.0,Team Sky,25,1.0,9920.6,PRT,101,76.0,Team Sky,91,0.0,12547.9,8,1.69,1,Colombia,3,0,8,1,S.Luis Henao
194,PRT,195,69.0,BMC Racing Team,-,2.0,11291.5,PRT,308,45.0,BMC Racing Team,200,0.0,7315.6,PRT,91,79.0,BMC Racing Team,128,2.0,13834.3,PRT,148,76.0,AG2R La Mondiale,81,1.0,11911.6,7,1.83,1,Switzerland,1,0,12,3,S.Dillier
195,PRT,192,53.0,Tinkoff - Saxo,128,1.0,8472.8,PRT,252,65.0,Tinkoff,169,1.0,9925.7,PRT,287,62.0,Bora - Hansgrohe,157,1.0,9767.6,PRT,538,72.0,Bora - Hansgrohe,308,0.0,10543.4,2,1.86,0,Poland,0,0,6,0,M.Bodnar
196,PRT,102,65.0,Astana Pro Team,70,1.0,10784.4,PRT,94,67.0,Astana Pro Team,43,1.0,10621.9,PRT,442,72.0,Team Sky,192,0.0,11784.8,PRT,254,54.0,Team Sky,354,1.0,7485.3,4,,3,Italy,0,0,3,1,D.Rosa
197,PROF,1218.0,60.0,CCC Sprandi Polkowice,-,2.0,9828.8,PROF,1340.0,48.0,CCC Sprandi Polkowice,-,0.0,7641.8,PROF,1445.0,52.0,CCC Sprandi Polkowice,-,0.0,8181.6,PROF,715.0,59.0,CCC Sprandi Polkowice,-,0.0,8359.4,0,1.94,0,Poland,0,2,2,0,A.Kurek
198,PRT,402.0,50.0,Team Sky,-,0.0,7835.2,PRT,724.0,80.0,Team Sky,-,0.0,11991.3,PRT,679.0,77.0,Team Sky,294,0.0,11005.7,PRT,3144.0,56.0,Team Sky,354,0.0,8388.9,0,1.79,2,Spain,0,0,0,0,D.López
199,PRT,665,64.0,Team Giant - Alpecin,182,0.0,10016.4,PRT,185,64.0,Cannondale - Drapac Pro Cycling,152,0.0,9898.2,PRT,-,37.0,Cannondale - Drapac Pro Cycling,-,0.0,4961.9,PRT,583,63.0,Team EF Education First - Drapac,182,0.0,9376.2,2,1.78,1,USA,0,0,3,2,L.Craddock
200,PRT,378.0,97.0,Team LottoNL-Jumbo,-,0.0,15323.5,PRT,733.0,86.0,Team LottoNL-Jumbo,-,0.0,13217.1,PRT,2384.0,64.0,Team LottoNL - Jumbo,-,0.0,10261.0,,3594.0,1.0,NWV Groningen-Fila-Nijwa Trucks,-,0.0,187.9,0,1.93,1,Netherlands,0,0,5,0,M.Keizer
201,PRT,97,67.0,Lampre - Merida,48,2.0,10835.4,PRT,9,80.0,Lampre - Merida,37,6.0,13432.2,PRT,30,82.0,UAE Team Emirates,16,4.0,13760.1,PRT,62,80.0,UAE Team Emirates,31,1.0,12982.0,7,1.75,1,Italy,1,0,25,6,D.Ulissi
202,PRT,888,52.0,Team Cannondale - Garmin,-,0.0,7871.0,PRT,453,65.0,Lampre - Merida,-,1.0,10602.1,PRT,152,94.0,UAE Team Emirates,118,2.0,15402.5,PRT,30,73.0,Bahrain - Merida,59,6.0,12313.7,9,1.86,0,Slovenia,1,0,11,1,M.Mohoric
203,PRT,87.0,83.0,Team Sky,112,4.0,12906.7,PRT,211.0,78.0,Team Sky,-,1.0,11611.2,PRT,143.0,91.0,Team Sky,266,0.0,14112.9,PRT,459.0,61.0,Team Sky,318,0.0,9358.7,6,1.82,1,Belarus,1,0,14,0,V.Kiryienka
204,PRT,58,76.0,Team Sky,43,0.0,11764.6,PRT,142,75.0,Team Sky,105,1.0,11909.7,PRT,93,81.0,Team Sky,87,0.0,12671.3,PRT,165,61.0,Mitchelton - Scott,106,1.0,9940.1,4,1.77,1,Spain,0,0,0,0,M.Nieve
205,PRT,316,82.0,Tinkoff - Saxo,-,2.0,12039.5,PRT,254,49.0,Tinkoff,-,0.0,7616.2,PRT,304,64.0,Astana Pro Team,108,0.0,10530.3,PRT,364,60.0,Astana Pro Team,131,0.0,9003.2,3,1.72,0,Denmark,0,0,1,1,J.Hansen
206,PRT,287.0,85.0,FDJ,139,0.0,13809.0,PRT,286.0,56.0,FDJ,145,0.0,8595.0,PRT,412.0,60.0,Team Sky,349,0.0,9335.6,PRT,381.0,53.0,Team Sky,348,0.0,8853.4,7,1.69,0,France,1,0,1,2,K.Elissonde
207,CONT,713.0,55.0,Kolss - BDC Cycling Team,-,1.0,7440.2,PROF,1299.0,51.0,Verva - ActiveJet Pro Cycling Team,-,0.0,7869.2,CONT,588.0,43.0,Voster Uniwheels,-,0.0,6237.6,CONT,922.0,49.0,Voster Uniwheels,-,0.0,6406.8,0,,3,Poland,0,0,2,0,A.Stachowiak
208,CONT,779,38.0,Wibatech - Fuji,-,0.0,5471.6,CONT,696,28.0,Wibatech - Fuji,-,1.0,4464.8,,-,1.0,Ind-Pol,-,0.0,168.8,,-,0.0,Ind-POL,-,0.0,0.0,0,,0,Poland,1,0,0,0,D.Batek
209,PRT,126.0,79.0,Lotto - Soudal,106,0.0,12201.1,PRT,340.0,54.0,Team Katusha,-,0.0,8723.4,PRT,2055.0,39.0,Team LottoNL - Jumbo,414,0.0,5769.4,,,,,,,,6,1.83,1,Belgium,0,0,4,0,J.Van den Broeck
210,CONT,398.0,31.0,ONE Pro Cycling,-,1.0,4637.5,PROF,800.0,45.0,ONE Pro Cycling,-,0.0,6640.0,PROF,817.0,67.0,CCC Sprandi Polkowice,-,0.0,10054.5,,2047.0,1.0,Steele Davis Via Roma RT,-,0.0,45.7,0,,0,Poland,0,1,6,0,M.Bialoblocki
211,PRT,338.0,75.0,Movistar Team,-,2.0,12325.5,PRT,322.0,68.0,Dimension Data,-,0.0,10996.2,PRT,616.0,78.0,Team Dimension Data,253,0.0,12397.1,PRT,444.0,77.0,Team Dimension Data,219,0.0,11959.8,4,1.73,1,Spain,0,0,3,0,I.Anton
212,PRT,1143,58.0,Team Cannondale - Garmin,-,0.0,9021.3,PRT,687,43.0,Cannondale - Drapac Pro Cycling,-,0.0,6349.3,CONT,616,40.0,Joker Icopal,-,0.0,6369.3,CONT,1183,44.0,Joker Icopal,-,0.0,6889.1,3,,0,Norway,0,0,6,0,K.Skjerping
213,PRT,131,88.0,Lotto - Soudal,94,0.0,13413.3,PRT,175,87.0,Lotto - Soudal,114,0.0,13101.8,PRT,323,86.0,Lotto - Soudal,159,0.0,13211.7,PRT,430,70.0,Lotto - Soudal,273,0.0,10544.0,1,1.81,0,Belgium,0,0,3,4,C.Anker Sørensen
214,,,,,,,,PRT,554,77.0,Orica - BikeExchange,220,0.0,11834.3,PRT,417,75.0,Orica - Scott,150,0.0,12090.9,PRT,426,51.0,Mitchelton - Scott,184,0.0,7991.3,5,1.86,3,Spain,0,0,0,0,N.Mihaylov
215,,,,,,,,PRT,554,77.0,Orica - BikeExchange,220,0.0,11834.3,PRT,417,75.0,Orica - Scott,150,0.0,12090.9,PRT,426,51.0,Mitchelton - Scott,184,0.0,7991.3,5,1.86,3,Spain,0,0,0,0,C.Verona
216,PRT,283,50.0,Movistar Team,-,2.0,7760.0,PRT,461,54.0,Movistar Team,169,1.0,7710.0,PRT,401,67.0,Movistar Team,294,1.0,10017.0,PRT,436,71.0,Team Katusha - Alpecin,343,0.0,10613.6,1,1.82,0,Great Britain,0,0,9,0,A.Dowsett
217,PRT,921,51.0,Lotto - Soudal,-,0.0,8275.7,PRT,1123,43.0,Lotto - Soudal,-,0.0,7314.7,PRT,68,73.0,Lotto - Soudal,319,4.0,12657.4,PRT,243,74.0,Lotto - Soudal,223,0.0,12054.1,1,,0,Belgium,0,0,6,0,J.De Buyst
218,PRT,534,59.0,IAM Cycling,174,1.0,9506.4,PRT,421,53.0,IAM Cycling,132,1.0,8357.3,PRT,730,50.0,Orica - Scott,422,0.0,7840.0,PRT,866,42.0,Mitchelton - Scott,-,2.0,5914.2,0,,0,Germany,0,1,6,1,R.Kluge
219,PRT,549.0,76.0,Team Katusha,148,1.0,12166.7,PRT,174.0,43.0,Team Katusha,162,0.0,6792.9,PRT,233.0,83.0,Astana Pro Team,145,0.0,12714.5,PRT,139.0,63.0,Astana Pro Team,191,1.0,9930.7,1,1.76,0,Russia,2,0,3,3,A.Domont
220,PRT,390.0,73.0,Trek Factory Racing,-,0.0,10955.8,PRT,630.0,81.0,Trek - Segafredo,-,1.0,12852.0,CONT,424.0,42.0,Team Felbermayr - Simplon Wels,-,2.0,6156.6,CONT,180.0,40.0,Team Felbermayr - Simplon Wels,-,3.0,5353.1,1,1.77,1,Austria,5,0,23,0,A.Moinard
221,PRT,414,68.0,Team LottoNL-Jumbo,157,0.0,10554.5,PRT,146,83.0,Team LottoNL-Jumbo,94,0.0,13201.7,PRT,112,51.0,Team LottoNL - Jumbo,73,1.0,8275.0,PRT,31,79.0,Team LottoNL - Jumbo,42,0.0,12520.7,5,1.80,0,New Zealand,0,0,2,0,R.Zoidl
222,PRT,414,68.0,Team LottoNL-Jumbo,157,0.0,10554.5,PRT,146,83.0,Team LottoNL-Jumbo,94,0.0,13201.7,PRT,112,51.0,Team LottoNL - Jumbo,73,1.0,8275.0,PRT,31,79.0,Team LottoNL - Jumbo,42,0.0,12520.7,5,1.80,0,New Zealand,0,0,2,0,G.Bennett
223,PRT,706.0,39.0,IAM Cycling,-,0.0,6247.5,PRT,937.0,52.0,IAM Cycling,-,0.0,8350.1,PROF,327.0,59.0,Aqua Blue Sport,-,2.0,9329.7,PROF,2170.0,28.0,Aqua Blue Sport,-,0.0,4306.9,3,,2,Austria,0,0,5,1,S.Denifl
224,PRT,212,57.0,Astana Pro Team,116,2.0,8949.0,PRT,1999,58.0,Astana Pro Team,-,0.0,9026.2,PRT,-,47.0,Astana Pro Team,396,0.0,7555.9,,,,,,,,0,1.68,1,Italy,0,0,2,0,E.Beltran
225,PRT,249,56.0,IAM Cycling,157,0.0,8371.5,PRT,72,69.0,FDJ,68,0.0,10502.2,PRT,186,57.0,FDJ,168,0.0,9000.3,PRT,168,55.0,Groupama - FDJ,180,0.0,9524.1,4,,0,Switzerland,0,0,0,0,S.Reichenbach
226,PRT,1296,67.0,Movistar Team,-,0.0,10384.1,PRT,1157,62.0,Movistar Team,-,0.0,9639.6,PRT,1166,70.0,BMC Racing Team,282,0.0,11845.5,PRT,1613,66.0,BMC Racing Team,371,0.0,11017.8,1,1.80,0,Spain,3,0,7,0,F.Ventoso
227,PRT,610,74.0,Lampre - Merida,-,1.0,11223.7,PRT,447,83.0,Lampre - Merida,132,1.0,13232.3,PRT,254,73.0,UAE Team Emirates,138,0.0,11831.7,PRT,284,78.0,UAE Team Emirates,198,0.0,11909.7,2,1.72,0,Italy,1,0,4,0,V.Conti
228,PRT,537,49.0,Team Cannondale - Garmin,-,0.0,7866.4,PRT,118,60.0,Cannondale - Drapac Pro Cycling,20,0.0,9600.4,PRT,229,63.0,Cannondale - Drapac Pro Cycling,107,0.0,10770.3,PRT,1291,31.0,BMC Racing Team,373,0.0,5158.5,6,1.80,0,Italy,1,0,7,0,A.Bettiol
229,PRT,1642.0,44.0,IAM Cycling,-,0.0,6470.5,PRT,1013.0,47.0,IAM Cycling,-,0.0,7504.4,CONT,2020.0,38.0,Roth - Akros,-,0.0,5759.0,,,,,,,,1,,0,Switzerland,0,0,1,0,J.Fumeaux
230,PRT,261,66.0,BMC Racing Team,-,0.0,11632.3,PRT,485,56.0,BMC Racing Team,-,0.0,8853.2,PRT,52,71.0,BMC Racing Team,51,8.0,12505.3,PRT,33,74.0,BMC Racing Team,37,0.0,11526.5,3,,0,Belgium,2,0,4,3,D.Teuns
231,PRT,475,49.0,Team Cannondale - Garmin,-,1.0,8014.7,PROF,1679,15.0,Stölting Service Group,-,0.0,2324.0,PROF,467,69.0,Aqua Blue Sport,-,0.0,11065.1,PROF,333,31.0,Aqua Blue Sport,-,2.0,4808.0,3,1.80,1,Denmark,1,0,11,0,X.Zandio
232,PRT,393,72.0,Team Sky,174,0.0,10815.7,PRT,1340,76.0,Team Sky,-,0.0,11584.6,PRT,336,51.0,Team Sky,163,1.0,7358.6,PRT,1384,78.0,Team Katusha - Alpecin,285,0.0,11924.6,2,1.85,0,USA,0,0,3,1,D.Atapuma
233,PRT,393,72.0,Team Sky,174,0.0,10815.7,PRT,1340,76.0,Team Sky,-,0.0,11584.6,PRT,336,51.0,Team Sky,163,1.0,7358.6,PRT,1384,78.0,Team Katusha - Alpecin,285,0.0,11924.6,2,1.85,0,USA,0,0,3,1,I.Boswell
234,PRT,3830,71.0,Lotto - Soudal,-,0.0,11314.6,PRT,424,87.0,Lotto - Soudal,-,0.0,13093.7,PRT,183,78.0,Lotto - Soudal,140,1.0,12089.1,PRT,1205,74.0,Lotto - Soudal,293,0.0,11528.3,1,1.90,2,Belgium,0,0,3,0,J.Sergent
235,PRT,3830,71.0,Lotto - Soudal,-,0.0,11314.6,PRT,424,87.0,Lotto - Soudal,-,0.0,13093.7,PRT,183,78.0,Lotto - Soudal,140,1.0,12089.1,PRT,1205,74.0,Lotto - Soudal,293,0.0,11528.3,1,1.90,2,Belgium,0,0,3,0,S.Armee
236,PRT,779,59.0,Orica - GreenEDGE,-,0.0,9469.0,PRT,1818,42.0,Orica - BikeExchange,-,0.0,6112.9,,,,,,,,,-,0.0,The Service Course,-,0.0,0.0,0,1.72,1,Canada,0,2,1,0,A.Jeannesson
